"marker_id","is_causal","true_effect"
"m266",FALSE,0
"m267",FALSE,0
"m268",FALSE,0
"m269",FALSE,0
"m270",FALSE,0
"m271",FALSE,0
"m272",FALSE,0
"m273",FALSE,0
"m274",FALSE,0
"m275",FALSE,0
"m276",FALSE,0
"m277",FALSE,0
"m278",FALSE,0
"m279",FALSE,0
"m280",FALSE,0
"m281",FALSE,0
"m282",FALSE,0
"m283",FALSE,0
"m284",FALSE,0
"m285",FALSE,0
"m286",FALSE,0
"m287",FALSE,0
"m288",FALSE,0
"m289",FALSE,0
"m290",FALSE,0
"m291",FALSE,0
"m292",FALSE,0
"m293",FALSE,0
"m294",FALSE,0
"m295",FALSE,0
"m296",FALSE,0
"m297",FALSE,0
"m298",FALSE,0
"m299",TRUE,0.439389222501255
"m300",FALSE,0
"m301",FALSE,0
"m302",FALSE,0
"m303",FALSE,0
"m304",FALSE,0
"m305",FALSE,0
"m306",FALSE,0
"m307",FALSE,0
"m308",FALSE,0
"m309",FALSE,0
"m310",FALSE,0
"m311",FALSE,0
"m312",FALSE,0
"m313",FALSE,0
"m314",FALSE,0
"m315",FALSE,0
"m316",FALSE,0
"m317",FALSE,0
"m318",FALSE,0
"m319",FALSE,0
"m320",FALSE,0
"m321",FALSE,0
"m322",FALSE,0
"m323",FALSE,0
"m324",FALSE,0
"m325",FALSE,0
"m326",FALSE,0
"m327",FALSE,0
"m328",FALSE,0
"m329",FALSE,0
"m330",FALSE,0
"m331",FALSE,0
"m332",FALSE,0
"m333",FALSE,0
"m334",FALSE,0
"m335",FALSE,0
"m336",FALSE,0
"m337",FALSE,0
"m338",FALSE,0
"m339",FALSE,0
"m340",FALSE,0
"m341",FALSE,0
"m342",FALSE,0
"m343",FALSE,0
"m344",FALSE,0
"m345",FALSE,0
"m346",FALSE,0
"m347",FALSE,0
"m348",FALSE,0
"m349",FALSE,0
"m350",FALSE,0
"m351",FALSE,0
"m352",FALSE,0
"m353",FALSE,0
"m354",FALSE,0
"m355",FALSE,0
"m356",FALSE,0
"m357",FALSE,0
"m358",FALSE,0
"m359",FALSE,0
"m360",FALSE,0
"m361",FALSE,0
"m362",FALSE,0
"m363",FALSE,0
"m364",FALSE,0
"m365",FALSE,0
"m366",FALSE,0
"m367",FALSE,0
"m368",FALSE,0
"m369",FALSE,0
"m370",FALSE,0
"m371",FALSE,0
"m372",FALSE,0
"m373",FALSE,0
"m374",FALSE,0
"m375",FALSE,0
"m376",FALSE,0
"m377",FALSE,0
"m378",FALSE,0
"m379",FALSE,0
"m380",FALSE,0
"m381",FALSE,0
"m382",FALSE,0
"m383",FALSE,0
"m384",FALSE,0
"m385",FALSE,0
"m386",FALSE,0
"m387",FALSE,0
"m388",FALSE,0
"m389",FALSE,0
"m390",FALSE,0
"m391",FALSE,0
"m392",FALSE,0
"m393",FALSE,0
"m394",FALSE,0
"m395",FALSE,0
"m396",FALSE,0
"m397",FALSE,0
"m398",FALSE,0
"m399",FALSE,0
"m400",FALSE,0
"m401",FALSE,0
"m402",FALSE,0
"m403",FALSE,0
"m404",FALSE,0
"m405",FALSE,0
"m406",FALSE,0
"m407",FALSE,0
"m408",FALSE,0
"m409",FALSE,0
"m410",FALSE,0
"m411",FALSE,0
"m412",FALSE,0
"m413",FALSE,0
"m414",FALSE,0
"m415",TRUE,2.50668271646533
"m416",FALSE,0
"m417",FALSE,0
"m418",FALSE,0
"m419",FALSE,0
"m420",FALSE,0
"m421",FALSE,0
"m422",FALSE,0
"m423",FALSE,0
"m424",FALSE,0
"m425",FALSE,0
"m426",FALSE,0
"m427",FALSE,0
"m428",FALSE,0
"m429",FALSE,0
"m430",FALSE,0
"m431",FALSE,0
"m432",FALSE,0
"m433",FALSE,0
"m434",FALSE,0
"m435",FALSE,0
"m436",FALSE,0
"m437",FALSE,0
"m438",FALSE,0
"m439",FALSE,0
"m440",FALSE,0
"m441",FALSE,0
"m442",FALSE,0
"m443",FALSE,0
"m444",FALSE,0
"m445",FALSE,0
"m446",FALSE,0
"m447",FALSE,0
"m448",FALSE,0
"m449",FALSE,0
"m450",FALSE,0
"m451",FALSE,0
"m452",FALSE,0
"m453",FALSE,0
"m454",FALSE,0
"m455",FALSE,0
"m456",FALSE,0
"m457",FALSE,0
"m458",FALSE,0
"m459",FALSE,0
"m460",FALSE,0
"m461",FALSE,0
"m462",FALSE,0
"m463",TRUE,2.39425048699809
"m464",FALSE,0
"m465",FALSE,0
"m466",FALSE,0
"m467",FALSE,0
"m468",FALSE,0
"m469",FALSE,0
"m470",FALSE,0
"m471",FALSE,0
"m472",FALSE,0
"m473",FALSE,0
"m474",FALSE,0
"m475",FALSE,0
"m476",FALSE,0
"m477",FALSE,0
"m478",FALSE,0
"m479",FALSE,0
"m480",FALSE,0
"m481",FALSE,0
"m482",FALSE,0
"m483",FALSE,0
"m484",FALSE,0
"m485",FALSE,0
"m486",FALSE,0
"m487",FALSE,0
"m488",FALSE,0
"m489",FALSE,0
"m490",FALSE,0
"m491",FALSE,0
"m492",FALSE,0
"m493",FALSE,0
"m494",FALSE,0
"m495",FALSE,0
"m496",FALSE,0
"m497",FALSE,0
"m498",FALSE,0
"m499",FALSE,0
"m500",FALSE,0
"m501",FALSE,0
"m502",FALSE,0
"m503",FALSE,0
"m504",FALSE,0
"m505",FALSE,0
"m506",FALSE,0
"m507",FALSE,0
"m508",FALSE,0
"m509",FALSE,0
"m510",FALSE,0
"m511",FALSE,0
"m512",FALSE,0
"m513",FALSE,0
"m514",FALSE,0
"m515",FALSE,0
"m516",FALSE,0
"m517",FALSE,0
"m518",FALSE,0
"m519",FALSE,0
"m520",FALSE,0
"m521",FALSE,0
"m522",FALSE,0
"m523",FALSE,0
"m524",FALSE,0
"m525",FALSE,0
"m526",TRUE,-1.00835264080557
"m527",FALSE,0
"m528",FALSE,0
"m529",FALSE,0
"m530",FALSE,0
"m531",FALSE,0
"m532",FALSE,0
"m533",FALSE,0
"m534",FALSE,0
"m535",FALSE,0
"m536",FALSE,0
"m537",FALSE,0
"m538",FALSE,0
"m539",FALSE,0
"m540",FALSE,0
"m541",FALSE,0
"m542",FALSE,0
"m543",FALSE,0
"m544",FALSE,0
"m545",FALSE,0
"m546",FALSE,0
"m547",FALSE,0
"m548",FALSE,0
"m549",FALSE,0
"m550",FALSE,0
"m551",FALSE,0
"m552",FALSE,0
"m553",FALSE,0
"m554",FALSE,0
"m555",FALSE,0
"m556",FALSE,0
"m557",FALSE,0
"m558",FALSE,0
"m559",FALSE,0
"m560",FALSE,0
"m561",FALSE,0
"m562",FALSE,0
"m563",FALSE,0
"m564",FALSE,0
"m565",FALSE,0
"m566",FALSE,0
"m567",FALSE,0
"m568",FALSE,0
"m569",FALSE,0
"m570",FALSE,0
"m571",FALSE,0
"m572",FALSE,0
"m573",FALSE,0
"m574",FALSE,0
"m575",FALSE,0
"m576",FALSE,0
"m577",FALSE,0
"m578",FALSE,0
"m579",FALSE,0
"m580",FALSE,0
"m581",FALSE,0
"m582",FALSE,0
"m583",FALSE,0
"m584",FALSE,0
"m585",FALSE,0
"m586",FALSE,0
"m587",FALSE,0
"m588",FALSE,0
"m589",FALSE,0
"m590",FALSE,0
"m591",FALSE,0
"m592",FALSE,0
"m593",FALSE,0
"m594",FALSE,0
"m595",FALSE,0
"m596",FALSE,0
"m597",FALSE,0
"m598",FALSE,0
"m599",FALSE,0
"m600",FALSE,0
"m601",FALSE,0
"m602",FALSE,0
"m603",FALSE,0
"m604",FALSE,0
"m605",FALSE,0
"m606",FALSE,0
"m607",FALSE,0
"m608",FALSE,0
"m609",FALSE,0
"m610",FALSE,0
"m611",FALSE,0
"m612",FALSE,0
"m613",FALSE,0
"m614",FALSE,0
"m615",FALSE,0
"m616",FALSE,0
"m617",FALSE,0
"m618",FALSE,0
"m619",FALSE,0
"m620",FALSE,0
"m621",FALSE,0
"m622",FALSE,0
"m623",FALSE,0
"m624",FALSE,0
"m625",FALSE,0
"m626",FALSE,0
"m627",FALSE,0
"m628",FALSE,0
"m629",FALSE,0
"m630",FALSE,0
"m631",FALSE,0
"m632",FALSE,0
"m633",FALSE,0
"m634",FALSE,0
"m635",FALSE,0
"m636",FALSE,0
"m637",FALSE,0
"m638",FALSE,0
"m639",FALSE,0
"m640",FALSE,0
"m641",FALSE,0
"m642",FALSE,0
"m643",FALSE,0
"m644",FALSE,0
"m645",FALSE,0
"m646",FALSE,0
"m647",FALSE,0
"m648",FALSE,0
"m649",FALSE,0
"m650",FALSE,0
"m651",FALSE,0
"m652",FALSE,0
"m653",FALSE,0
"m654",FALSE,0
"m655",FALSE,0
"m656",FALSE,0
"m657",FALSE,0
"m658",FALSE,0
"m659",FALSE,0
"m660",FALSE,0
"m661",FALSE,0
"m662",FALSE,0
"m663",FALSE,0
"m664",FALSE,0
"m665",FALSE,0
"m666",FALSE,0
"m667",FALSE,0
"m668",FALSE,0
"m669",FALSE,0
"m670",FALSE,0
"m671",FALSE,0
"m672",FALSE,0
"m673",FALSE,0
"m674",FALSE,0
"m675",FALSE,0
"m676",FALSE,0
"m677",FALSE,0
"m678",FALSE,0
"m679",FALSE,0
"m680",FALSE,0
"m681",FALSE,0
"m682",FALSE,0
"m683",FALSE,0
"m684",FALSE,0
"m685",FALSE,0
"m686",FALSE,0
"m687",FALSE,0
"m688",FALSE,0
"m689",FALSE,0
"m690",FALSE,0
"m691",FALSE,0
"m692",FALSE,0
"m693",FALSE,0
"m694",FALSE,0
"m695",FALSE,0
"m696",FALSE,0
"m697",FALSE,0
"m698",FALSE,0
"m699",FALSE,0
"m700",FALSE,0
"m701",FALSE,0
"m702",FALSE,0
"m703",FALSE,0
"m704",FALSE,0
"m705",FALSE,0
"m706",FALSE,0
"m707",FALSE,0
"m708",FALSE,0
"m709",FALSE,0
"m710",FALSE,0
"m711",FALSE,0
"m712",FALSE,0
"m713",FALSE,0
"m714",FALSE,0
"m715",FALSE,0
"m716",FALSE,0
"m717",FALSE,0
"m718",FALSE,0
"m719",FALSE,0
"m720",FALSE,0
"m721",FALSE,0
"m722",FALSE,0
"m723",FALSE,0
"m724",FALSE,0
"m725",FALSE,0
"m726",FALSE,0
"m727",FALSE,0
"m728",FALSE,0
"m729",FALSE,0
"m730",FALSE,0
"m731",FALSE,0
"m732",FALSE,0
"m733",FALSE,0
"m734",FALSE,0
"m735",FALSE,0
"m736",FALSE,0
"m737",FALSE,0
"m738",FALSE,0
"m739",FALSE,0
"m740",FALSE,0
"m741",FALSE,0
"m742",FALSE,0
"m743",FALSE,0
"m744",FALSE,0
"m745",FALSE,0
"m746",FALSE,0
"m747",FALSE,0
"m748",FALSE,0
"m749",FALSE,0
"m750",FALSE,0
"m751",FALSE,0
"m752",FALSE,0
"m753",FALSE,0
"m754",FALSE,0
"m755",FALSE,0
"m756",FALSE,0
"m757",FALSE,0
"m758",FALSE,0
"m759",FALSE,0
"m760",FALSE,0
"m761",FALSE,0
"m762",FALSE,0
"m763",FALSE,0
"m764",FALSE,0
"m765",FALSE,0
"m766",FALSE,0
"m767",FALSE,0
"m768",FALSE,0
"m769",FALSE,0
"m770",FALSE,0
"m771",FALSE,0
"m772",FALSE,0
"m773",FALSE,0
"m774",FALSE,0
"m775",FALSE,0
"m776",FALSE,0
"m777",FALSE,0
"m778",FALSE,0
"m779",FALSE,0
"m780",FALSE,0
"m781",FALSE,0
"m782",FALSE,0
"m783",FALSE,0
"m784",FALSE,0
"m785",FALSE,0
"m786",FALSE,0
"m787",FALSE,0
"m788",FALSE,0
"m789",FALSE,0
"m790",FALSE,0
"m791",FALSE,0
"m792",FALSE,0
"m793",FALSE,0
"m794",FALSE,0
"m795",FALSE,0
"m796",FALSE,0
"m797",FALSE,0
"m798",FALSE,0
"m799",FALSE,0
"m800",FALSE,0
"m801",FALSE,0
"m802",FALSE,0
"m803",FALSE,0
"m804",FALSE,0
"m805",FALSE,0
"m806",FALSE,0
"m807",FALSE,0
"m808",FALSE,0
"m809",FALSE,0
"m810",FALSE,0
"m811",FALSE,0
"m812",FALSE,0
"m813",FALSE,0
"m814",FALSE,0
"m815",FALSE,0
"m816",FALSE,0
"m817",FALSE,0
"m818",TRUE,1.08282889459414
"m819",FALSE,0
"m820",FALSE,0
"m821",FALSE,0
"m822",FALSE,0
"m823",FALSE,0
"m824",FALSE,0
"m825",FALSE,0
"m826",FALSE,0
"m827",FALSE,0
"m828",FALSE,0
"m829",FALSE,0
"m830",FALSE,0
"m831",FALSE,0
"m832",FALSE,0
"m833",FALSE,0
"m834",FALSE,0
"m835",FALSE,0
"m836",FALSE,0
"m837",FALSE,0
"m838",FALSE,0
"m839",FALSE,0
"m840",FALSE,0
"m841",FALSE,0
"m842",FALSE,0
"m843",FALSE,0
"m844",FALSE,0
"m845",FALSE,0
"m846",FALSE,0
"m847",FALSE,0
"m848",FALSE,0
"m849",FALSE,0
"m850",FALSE,0
"m851",FALSE,0
"m852",FALSE,0
"m853",FALSE,0
"m854",FALSE,0
"m855",FALSE,0
"m856",FALSE,0
"m857",FALSE,0
"m858",FALSE,0
"m859",FALSE,0
"m860",FALSE,0
"m861",FALSE,0
"m862",FALSE,0
"m863",FALSE,0
"m864",FALSE,0
"m865",FALSE,0
"m866",FALSE,0
"m867",FALSE,0
"m868",FALSE,0
"m869",FALSE,0
"m870",FALSE,0
"m871",FALSE,0
"m872",FALSE,0
"m873",FALSE,0
"m874",FALSE,0
"m875",FALSE,0
"m876",FALSE,0
"m877",FALSE,0
"m878",FALSE,0
"m879",FALSE,0
"m880",FALSE,0
"m881",FALSE,0
"m882",FALSE,0
"m883",FALSE,0
"m884",FALSE,0
"m885",FALSE,0
"m886",FALSE,0
"m887",FALSE,0
"m888",FALSE,0
"m889",FALSE,0
"m890",FALSE,0
"m891",FALSE,0
"m892",FALSE,0
"m893",FALSE,0
"m894",FALSE,0
"m895",FALSE,0
"m896",FALSE,0
"m897",FALSE,0
"m898",FALSE,0
"m899",FALSE,0
"m900",FALSE,0
"m901",FALSE,0
"m902",FALSE,0
"m903",FALSE,0
"m904",FALSE,0
"m905",FALSE,0
"m906",FALSE,0
"m907",FALSE,0
"m908",FALSE,0
"m909",FALSE,0
"m910",FALSE,0
"m911",FALSE,0
"m912",FALSE,0
"m913",FALSE,0
"m914",FALSE,0
"m915",FALSE,0
"m916",FALSE,0
"m917",FALSE,0
"m918",FALSE,0
"m919",FALSE,0
"m920",FALSE,0
"m921",FALSE,0
"m922",FALSE,0
"m923",FALSE,0
"m924",FALSE,0
"m925",FALSE,0
"m926",FALSE,0
"m927",FALSE,0
"m928",FALSE,0
"m929",FALSE,0
"m930",FALSE,0
"m931",FALSE,0
"m932",FALSE,0
"m933",FALSE,0
"m934",FALSE,0
"m935",FALSE,0
"m936",FALSE,0
"m937",FALSE,0
"m938",TRUE,3.59924641583534
"m939",FALSE,0
"m940",FALSE,0
"m941",FALSE,0
"m942",FALSE,0
"m943",FALSE,0
"m944",FALSE,0
"m945",FALSE,0
"m946",FALSE,0
"m947",FALSE,0
"m948",FALSE,0
"m949",FALSE,0
"m950",FALSE,0
"m951",FALSE,0
"m952",FALSE,0
"m953",FALSE,0
"m954",FALSE,0
"m955",FALSE,0
"m956",FALSE,0
"m957",FALSE,0
"m958",FALSE,0
"m959",FALSE,0
"m960",FALSE,0
"m961",FALSE,0
"m962",FALSE,0
"m963",FALSE,0
"m964",FALSE,0
